,theta1,theta2,theta3,thetad1,thetad2,thetad3,tau1,tau2,thetadd3
7371,-0.473694,0.672527,0.965826,-0.605115,1.053783,-0.106076,0.108599,0.015241,5.719248
6828,1.570046,-1.610004,1.088715,-1.107417,-0.307186,-1.873889,-0.194049,0.222733,-4.236777
4108,-0.070684,-0.461494,-1.614303,0.452128,-1.228862,1.860244,0.394704,0.189342,-1.823581
6900,-1.803429,-0.143683,1.630303,0.782409,0.500133,-1.173042,0.418135,0.391447,7.643574
2972,-0.801852,0.703798,-1.249525,1.410666,0.094365,-1.141583,-0.479385,-0.224071,1.095917
3386,0.652191,-1.527848,-1.684224,1.507472,-1.497795,-1.744373,0.294576,-0.25684,0.81196
2775,1.496683,-1.871735,1.660456,-1.37674,0.853106,1.178914,-0.207493,-0.139308,-7.043677
1923,1.853371,-1.174518,-0.863042,1.472516,-0.894444,1.493069,0.474065,-0.381798,-8.535867
758,-0.339647,-0.802441,-1.647512,0.271411,0.00597,-1.45724,0.409539,-0.069784,-2.230517
700,1.472277,-1.1344,-1.427237,0.369965,1.421279,1.280073,-0.221535,0.265897,-0.47028
7170,0.699642,0.531032,1.672832,-0.714869,-0.0883,1.293693,-0.557768,-0.00159,9.296294
1293,-0.048733,-0.991916,-0.57901,-1.287969,-0.063984,-0.952926,-0.395742,0.360835,-6.518537
7225,0.726954,-0.373512,-0.706271,1.160092,-0.317241,-1.218188,0.096714,-0.520834,2.494676
2873,0.390039,-0.494615,-0.344038,0.802332,-0.178771,0.007523,-0.55178,-0.167185,-6.217719
6847,-1.86514,-0.590373,0.012764,-0.354031,-1.272191,1.219418,0.48324,0.211298,-6.266437
2535,-1.859278,-0.089925,0.363473,1.642325,-0.728944,0.853067,0.167085,0.192572,2.549198
6878,-0.369129,1.330463,1.755551,-1.540064,0.350193,0.868415,-0.522456,-0.51421,-6.934237
1907,1.402155,0.298668,-1.813191,1.668125,-0.643717,0.699993,-0.353653,-0.245664,0.785278
7823,1.380879,0.867254,1.461698,-1.757365,1.219358,0.517903,-0.103769,-0.451985,8.934196
5700,0.314075,0.779316,1.291076,-0.490125,-0.281056,-0.012424,-0.463902,-0.405477,7.315187
368,-0.722054,-0.215365,-0.518442,-1.197347,-0.024482,-0.550856,0.210438,0.42859,-3.973672
1937,1.392289,0.362499,0.343489,1.277677,0.503125,0.112738,-0.470102,-0.208105,8.550382
4316,0.183383,-1.666589,0.069727,-0.549053,0.815085,-0.728168,-0.375513,-0.452396,-9.068143
1151,1.807615,-1.121485,0.754323,-0.298262,1.087424,-0.201268,-0.349558,0.173986,-4.143451
7853,1.221344,-0.03028,0.017859,-1.443253,-1.139762,-1.065537,-0.448291,0.36989,-7.507389
5214,-0.817575,0.348556,-0.268337,-1.1289,0.536094,0.040074,-0.412356,-0.468925,9.379625
4295,-1.389712,1.480576,-1.135411,0.441528,1.57583,1.346362,0.415709,0.423329,4.107846
4382,-0.778667,-1.692768,1.161039,0.528521,0.943677,0.369801,-0.427346,-0.39746,-5.059695
3010,0.152446,-1.376225,-1.81148,0.258173,-0.049235,-1.883391,0.571842,0.151056,3.020053
8055,0.777259,0.651754,-1.334996,1.238869,0.447072,0.502707,0.201003,0.262191,-3.045933
191,1.030711,0.409795,-0.199092,1.549745,0.252964,-0.893457,-0.247164,0.31905,2.948272
5228,1.566736,-0.693926,1.296454,-0.578346,-1.429105,-0.862555,-0.523835,0.307863,9.147566
4959,-1.170714,-1.026229,-0.481119,0.289071,-1.001567,-0.68761,-0.598316,0.096946,-4.994731
174,-1.574673,-0.757119,-1.450275,1.4736,-1.515602,0.571349,0.223171,-0.365053,-4.548661
1903,0.725932,1.29946,0.934031,0.342811,1.208061,-0.863819,-0.090185,-0.139178,4.193938
1099,1.501981,0.467963,1.022265,1.722207,-0.24976,-1.80149,-0.472704,0.471965,9.253949
5440,0.494994,-0.827162,1.320537,0.798549,0.330358,-0.751044,-0.361621,0.234239,-1.943949
3646,-0.889484,-1.854267,1.195456,-1.590891,1.87834,0.026303,0.315623,-0.52974,-0.608562
3408,0.846777,0.368175,1.491127,-0.997061,-0.350913,-1.653698,0.590637,0.432905,9.774422
5606,1.292691,0.26637,-1.769957,0.695928,-1.566054,0.846037,-0.241976,-0.082859,-1.860904
2292,1.451982,0.832158,-0.283497,0.43808,0.169562,-0.220933,0.043499,0.293571,6.318933
7133,1.519808,-1.500754,1.306632,0.833909,-1.015431,0.046245,0.204022,0.591208,-2.144801
7960,0.644292,1.429175,-1.721857,-1.414257,-0.130842,-1.196479,-0.164198,0.319575,-0.917415
7117,0.890269,-0.031016,-1.040254,1.29706,-1.705884,-0.61164,0.228373,-0.529682,-3.097602
5013,-1.693667,1.14436,-0.8347,-0.971225,0.335119,0.093188,0.53931,0.585832,6.024573
1164,-0.800914,1.398319,-0.078023,0.598687,0.235098,0.417924,0.225861,0.444636,8.25771
6823,1.685766,1.779324,-1.607007,-1.324752,-0.003568,0.353,-0.306741,-0.201917,0.765827
5474,-0.204132,-0.221077,1.486414,-1.032834,1.594952,-1.471088,-0.474953,-0.14034,8.113715
7471,-1.870856,1.358071,-1.708624,-1.43904,1.807256,0.382056,0.334353,-0.126202,1.459065
6113,1.051178,1.349746,1.626011,0.27635,0.089063,0.23266,0.291136,-0.470452,8.666711
5143,1.1687,1.100035,0.647865,1.157859,-0.146094,-1.182037,0.297037,0.294029,8.69011
3664,-1.263704,0.609779,-1.829478,-0.647695,1.688491,-1.42988,0.377499,0.227216,2.016836
5810,-1.451045,-0.157287,-0.822657,1.640918,-1.766713,-1.322121,-0.330435,-0.022921,-5.711886
1661,1.217827,1.169432,-1.678385,1.630996,1.132792,0.787344,0.160975,-0.495203,-3.822604
508,-1.081291,1.48211,-1.746872,0.392697,-1.052786,1.785406,-0.373747,0.439631,0.120191
166,-0.779589,1.652265,0.456425,-0.631014,-0.691615,-1.341322,0.149013,0.06273,6.457508
4383,-0.238018,-0.491916,-0.224397,-1.525741,-0.190888,-0.055584,0.234691,0.052169,1.69782
5648,1.086224,-1.517035,-0.902972,1.417018,1.300024,-0.897106,-0.568633,-0.216671,-4.84139
1006,1.527718,-0.509038,-1.481155,-1.055305,0.929293,-0.116266,-0.40325,0.179695,-3.911958
5729,-0.954169,0.489168,-0.728959,0.599326,-0.323235,-0.170754,-0.305755,-0.427197,3.28756
3269,-0.560883,1.794374,-1.243695,1.375013,0.288206,-0.459811,0.08606,0.402471,-0.719178
7838,0.6386,0.020066,1.729551,-1.217561,-0.466015,1.566085,-0.104779,0.576743,7.223992
3494,1.491362,-0.809711,0.564267,-1.455292,0.08988,-1.127439,-0.412306,0.365701,-4.221102
6340,1.883466,-0.523809,-0.917552,1.405776,0.847258,0.907098,0.024457,-0.551997,-2.925908
6263,-0.039874,0.884007,0.279424,-1.023688,0.746104,1.049402,0.528563,-0.042165,9.780205
103,0.087767,1.070742,-1.601754,0.258357,-0.730356,-0.27,0.343806,0.349069,-0.953153
3265,1.692012,1.210216,1.423312,1.518839,1.064942,-1.053486,0.425574,-0.585253,8.040509
1111,1.360366,-0.847196,0.138225,0.8743,-0.750371,-1.135934,-0.256439,0.432106,0.569103
4981,-0.762087,1.76609,-1.611287,-1.621887,1.165249,-0.347598,0.408161,-0.434046,-0.01833
2536,1.541595,-1.010101,-0.860879,0.128851,1.664233,1.785467,-0.048289,-0.387757,-1.896235
1104,-0.022595,1.00356,0.249449,0.355203,-1.638863,-1.392702,0.074872,-0.425052,8.274485
3875,1.599543,0.286822,-1.101332,0.178032,-1.129956,1.637382,-0.27654,-0.202972,-2.233529
5055,1.506111,-1.748821,1.566115,0.176419,-1.839126,-0.694099,-0.512891,-0.55861,-3.649368
1752,0.920974,-0.447626,1.489378,-0.241553,0.412984,0.621867,0.48285,-0.335927,9.579975
7314,-0.399111,-1.188105,0.735827,1.741281,-0.111983,-0.910377,0.43464,0.589865,1.22241
5891,1.710634,1.283682,-0.354623,0.081943,1.194437,0.122384,-0.463239,-0.063532,9.182913
3918,1.726412,-1.19672,-0.792711,-0.234096,1.342425,-0.77814,-0.119106,-0.217351,-7.778426
4190,-0.281281,-0.025519,0.877758,0.808672,0.818408,-1.429422,0.430324,0.054016,4.965953
2916,0.909827,0.703631,-0.280851,-0.326064,1.298852,-1.747879,-0.46385,0.468247,1.627989
5410,0.204711,-1.34912,1.361391,1.306009,1.674307,1.462933,0.050593,-0.489832,-7.927382
1658,0.845607,-0.452356,1.165225,-0.747416,-0.48418,1.623226,-0.410769,-0.186966,7.987638
152,1.800238,-0.710055,1.650368,-1.274282,0.01331,1.273027,0.481218,-0.177331,9.529077
4504,-0.434036,-0.061015,-0.0708,1.362965,1.37472,-0.86029,-0.407657,0.504134,4.601833
2483,-1.23757,-1.238507,1.867568,-0.060556,0.108786,-0.046509,-0.417699,-0.26188,8.382477
1583,0.527166,0.792791,1.566322,-0.114384,0.20177,-1.776903,0.264236,-0.181409,6.050171
6884,-1.333491,0.139075,0.089366,1.554702,0.624407,-1.017626,0.27141,0.383669,-2.643525
2552,1.527442,-1.37361,0.669163,0.974457,1.200266,0.085109,0.516968,-0.516468,-6.426397
8016,-1.277876,-0.075479,-1.881215,0.665234,-0.96085,1.292908,0.042844,0.072656,0.43434
5683,-0.149751,1.434968,1.391002,1.353091,1.290998,-1.796742,-0.2706,0.018013,4.041868
3551,1.535372,-0.045659,1.668755,-1.373737,-1.465976,1.48876,0.220362,0.416555,8.681412
3722,0.081336,-1.468354,-0.786122,1.191192,-1.635997,1.523307,0.24216,-0.422162,-5.724337
8038,1.409142,0.859575,0.578879,-0.915679,-1.04558,-1.498663,-0.397522,0.455852,7.777487
6783,1.865113,0.148038,-0.067503,0.22212,0.960126,1.6215,-0.046586,-0.562761,0.032661
3977,-0.781127,-1.57853,-1.495272,-0.808154,0.339141,-0.162796,0.267202,0.45867,-6.224721
7155,0.898295,-0.853256,0.072268,0.703279,1.344161,-1.760097,0.174709,-0.066703,-2.871682
2209,-1.205604,0.685202,-0.888535,-0.981183,-1.151523,1.078303,0.343409,-0.326436,-1.938858
4663,-1.559673,-1.236875,-0.86452,-0.747183,-0.326099,0.708168,0.17981,0.473889,-3.926651
4947,-0.769855,-0.622,0.0037,1.872363,1.363768,-0.210795,0.284277,-0.561098,-6.046007
4861,1.433566,0.444167,0.683843,-1.117963,-0.36369,-1.51188,-0.307062,0.415216,8.119698
2985,-1.182624,-1.383149,-1.310867,-0.375075,-0.600933,-0.296093,-0.048703,-0.148749,-3.526513
1822,-1.430606,0.30215,0.156411,1.165699,-0.332354,1.133913,0.244695,0.185234,5.816473
4140,0.410191,-1.089967,-1.075494,0.895988,1.837954,-0.163933,0.187719,0.188837,-3.37564
6323,1.106647,-1.324291,0.18894,1.256559,-0.049856,-1.016144,-0.200005,-0.29206,-6.924334
5080,1.608888,-1.000206,-0.427674,1.310726,1.780449,-1.547462,0.134898,0.432436,-8.461727
4932,0.270766,0.473133,1.198235,-0.136279,1.656752,0.460574,0.396178,-0.23956,8.269204
5206,0.968866,1.483902,-1.794208,0.269651,0.588373,0.316229,-0.229836,-0.057959,-0.752818
309,-0.56054,0.015967,0.699425,0.646931,0.551763,-0.492923,0.541188,-0.258426,5.535373
212,-1.240392,0.334956,1.12931,-1.190813,0.457894,1.429536,0.181147,0.140756,5.706048
7757,-1.024968,1.853623,-0.701385,0.334942,0.891118,-0.831027,0.143633,-0.363983,5.000332
4922,-1.573821,-1.519777,-1.742557,1.281196,-0.668823,0.968512,-0.219136,-0.223753,-6.484559
3599,-0.060906,1.770531,1.401729,0.684629,0.788794,-1.515361,0.270014,-0.267048,8.321673
3622,0.096577,-1.65472,-0.239688,1.602398,-0.747265,-1.711552,-0.518485,0.228873,-7.408576
5882,1.620909,1.232447,1.847244,1.419765,-1.54757,-1.394787,-0.281141,0.455448,-6.730819
4489,-0.915643,-0.429019,1.31052,-1.684585,-0.785335,-0.665855,0.586644,0.528507,8.210326
7553,1.101745,-0.77504,-1.056579,-1.638979,0.415795,-1.156182,-0.581782,-0.41692,-7.102003
3450,-1.845937,1.699036,-1.383703,0.679832,-0.672322,-1.299913,-0.316871,-0.047706,2.434418
495,1.879114,1.717528,0.278922,1.838668,0.527555,-0.222477,0.186958,-0.590175,6.817729
5888,-0.122313,-1.114321,0.534206,-1.521483,-0.250995,0.059107,-0.585391,0.13431,-3.15172
3256,1.64891,0.60659,1.124491,0.747668,0.934299,1.084703,-0.220878,0.510629,7.837654
205,1.45133,1.179208,0.523456,-1.245935,1.42469,-1.715443,0.261426,0.585811,5.998251
1434,-0.518907,-1.461375,-0.353501,0.091182,-1.852075,0.326847,0.175968,-0.507482,-10.366756
1135,1.240425,0.215218,1.830581,0.332944,1.234834,0.495667,-0.26281,0.148394,7.885826
2584,1.420308,0.04535,0.675847,0.222881,-1.326539,0.117677,-0.445878,0.12046,5.044041
868,-0.800171,-1.199031,1.837807,1.138588,0.17275,0.569576,0.336654,0.135492,4.843471
2749,0.155034,0.651579,-0.499447,1.392749,0.553709,-1.722371,0.401608,-0.178109,3.361317
3613,0.162936,1.505183,1.506636,-0.453161,-1.050062,-1.445455,-0.143205,0.35136,-3.154199
305,-1.829382,0.964059,-0.140848,0.273877,-0.017571,-1.262074,0.511929,-0.008747,7.727169
1849,-1.687236,-0.094688,-0.515751,-1.202422,1.378788,-0.350715,0.533421,0.006526,1.510405
4343,-0.309291,0.449451,-0.979045,0.856405,0.082857,1.475833,-0.538675,0.495434,5.047961
4168,-0.416013,1.262463,1.154072,0.297713,0.982347,1.869171,0.153782,-0.177783,0.139046
1988,0.251979,1.402831,0.363593,-0.12395,1.531702,-1.402,-0.466745,-0.179037,5.086104
3240,-0.772917,0.692711,0.908345,-1.585846,-0.039994,-1.135798,0.470108,0.3059,9.156672
2798,1.160954,-0.902959,1.626531,1.487893,1.189136,1.510701,-0.000488,0.198574,1.458284
5911,0.606871,-1.701481,1.751446,1.084741,-0.057668,-0.35291,-0.409335,-0.100952,1.380706
1534,-0.762615,0.424727,-1.83021,-1.631043,1.853031,0.657588,-0.4147,-0.257504,-0.559015
3109,-1.599475,0.862829,-1.274033,0.430354,-1.49997,-0.599127,-0.029826,0.315137,-2.754413
843,-0.094931,-0.831948,0.048133,-1.565779,1.697214,-1.847979,0.417268,0.228052,0.277002
1987,-0.282647,-0.362374,1.762588,-0.151018,-1.017704,-0.470628,-0.180089,-0.36108,6.999504
7284,0.645907,-1.593328,-1.37722,0.325395,-1.235668,0.575403,0.313246,0.32377,-0.078229
5515,1.054032,0.302205,1.086547,0.14319,1.393444,0.928109,-0.370714,-0.188748,10.717031
1714,-1.820585,1.805546,1.792569,-1.431984,-0.239026,1.421312,0.585347,0.32716,-1.904058
383,-1.191365,-1.272696,0.281325,0.765733,-0.80225,1.552511,0.476904,0.532342,0.653049
1538,-1.446845,-1.188424,-0.859311,0.094649,-0.130727,0.733159,-0.520739,-0.468013,-2.248567
211,-0.947276,-0.53955,-1.584335,-1.034249,0.43167,1.775796,-0.186522,-0.473027,6.747601
3388,-0.408819,1.531298,-0.656406,-1.45012,0.300193,1.198621,-0.375931,-0.271757,1.94801
6573,-1.409804,-0.679404,0.31203,0.34868,1.828917,-1.245553,0.095659,-0.264831,-4.70948
1957,0.441407,-0.4615,-1.729165,0.163318,0.386472,-0.118823,0.319278,-0.300393,2.568319
5371,-0.348839,-0.72995,-0.977976,-0.026814,1.729825,-0.392348,-0.198496,-0.120593,-6.186784
2438,0.591782,1.05625,-0.115307,-0.233375,-1.633854,-0.143375,-0.234234,0.43043,3.271062
2727,0.905359,1.000342,-1.060107,-0.613906,0.33244,0.304914,0.441437,-0.366263,-1.737075
5482,-0.236811,0.942253,-0.94307,-1.475712,-0.037098,-1.473928,-0.068115,-0.007246,8.187916
6832,0.32906,0.055084,-1.599451,1.26371,-0.505244,-1.795731,0.337756,-0.540562,2.302891
7722,-1.187702,-0.033784,1.454552,-1.211132,-1.752683,0.746559,0.36524,0.595378,9.672593
1349,1.316886,-0.24634,-0.871163,0.700291,0.128278,-0.428498,-0.390929,-0.345365,-4.514793
7963,0.111229,-0.44178,1.730744,-0.016449,-1.248733,-0.368518,0.091303,-0.26882,4.345091
6211,0.894156,1.210222,1.525162,1.77687,-1.387113,-0.072346,0.560578,0.43128,-2.967385
3832,-0.89171,-1.572388,-0.045191,-1.765402,1.851942,1.196457,0.048024,-0.466502,-8.894672
3580,-1.124147,1.25617,0.943961,1.365344,-0.114113,0.989216,0.142193,-0.564631,6.012138
6274,0.205216,-0.394977,0.442059,-0.812002,-0.236175,0.317417,0.12902,0.037375,3.507486
680,1.447833,-1.039207,0.052615,-1.631497,1.757711,0.830241,0.451146,-0.383731,-7.648203
3901,-0.586194,-1.384084,1.83023,-1.792925,-0.795322,1.123329,0.022056,-0.107465,5.733049
180,0.38133,0.162413,0.258648,0.392175,1.481094,0.020456,0.236539,-0.084276,9.587524
7796,0.862478,0.365348,-0.781621,1.443771,-1.46369,-1.565623,0.177186,-0.442396,0.457708
862,-0.333294,0.408176,-1.03227,-0.228778,0.22986,-0.904274,-0.516402,0.42438,1.25532
7568,-0.143857,-1.294057,-0.604435,1.173026,-1.579535,0.466374,0.223744,-0.34123,-5.794542
7835,-1.334996,1.240314,-1.643903,0.595676,-1.352044,1.22178,-0.0779,-0.067558,-2.31566
278,0.930384,-0.621323,0.07789,0.933469,-1.562121,-0.908226,-0.058588,0.517339,-3.979856
4597,0.316729,0.153933,0.99616,0.289475,-1.755924,-0.955351,-0.170645,-0.024627,8.282938
3319,-0.956355,1.447059,1.022957,-1.727269,1.881485,0.105719,0.378098,-0.500463,8.425862
3252,-1.01512,1.500941,1.835679,-0.692489,-0.952371,0.543181,-0.472439,0.118307,-5.947413
2518,0.70956,1.3501,0.031772,-1.328493,1.202286,0.097072,-0.279688,-0.323435,6.575301
2480,0.727994,-1.74468,-0.461485,-1.465157,0.163801,0.976173,-0.036166,0.560766,-1.611435
289,-0.063091,-1.020305,1.058072,0.33581,0.395272,0.747389,0.009103,0.593327,-6.844645
5306,1.242138,-1.151303,1.006159,-1.304063,0.873828,-1.148114,0.578584,-0.536056,-2.881751
3075,-0.524585,1.124076,1.32122,0.962403,-1.576129,1.165797,0.421681,-0.013064,-1.365192
6025,-0.340921,0.410705,0.014532,-0.801391,0.906928,0.987089,-0.4386,0.045362,4.669639
4606,0.35185,-1.446211,-1.844801,-1.825244,-1.109834,0.544404,0.071029,-0.220397,-1.084383
6162,1.600223,0.402288,1.810231,1.368304,0.62884,1.847158,-0.00942,0.070473,6.49919
993,-0.307392,-1.560308,-0.587727,-0.753444,-0.007545,1.37652,-0.245808,0.305468,-7.080887
3235,-1.323167,0.244768,0.842077,0.534627,1.778231,-1.120272,-0.471684,-0.395659,8.921871
2236,-0.029193,-0.557803,0.768838,-1.387339,-0.113795,-1.211079,-0.269892,-0.07699,4.742363
7646,0.180745,-0.769409,-0.66792,1.069871,-1.159458,-0.343974,0.593658,-0.383241,-4.487852
39,-1.075292,0.527852,1.011671,0.858572,-1.198671,0.33465,-0.079831,-0.126307,6.661964
7748,-0.043443,1.215424,-1.513205,-0.622407,0.701172,-0.140147,0.237956,-0.278471,-2.467233
5548,0.801732,1.039287,1.29342,1.19959,0.015669,-0.537438,-0.002181,0.548178,7.623335
5798,1.645843,1.843291,-0.933683,1.736174,0.771031,1.529777,0.051247,-0.285531,4.876303
2754,1.693666,-1.154214,1.084942,-0.431851,-1.048175,0.116957,0.501848,-0.241314,-8.775785
6564,0.971722,0.480736,0.806036,1.759078,1.175711,-1.695401,-0.514147,-0.070131,8.681744
4122,-0.421121,-1.663587,1.518343,0.268472,-0.368115,-0.485164,0.054438,0.547851,-2.879198
270,1.176792,1.395847,-0.151169,0.217545,-0.533834,0.239434,0.53066,0.407432,10.116788
4058,0.294188,-1.698259,-0.635354,1.766227,0.700703,-0.486847,-0.549433,-0.321439,-5.641006
2883,0.277109,1.528053,1.342584,-1.877845,0.761935,-0.542347,0.133084,-0.050725,7.284271
6690,-0.611841,1.105477,1.637068,1.387372,0.660842,0.615923,-0.116173,-0.124495,6.670033
7438,-0.677819,0.572404,-0.41605,0.639146,1.654293,0.606707,-0.218534,0.306186,2.860143
5375,-1.511419,-0.765575,-0.306808,0.724085,0.425836,1.733704,0.229291,0.48593,-5.462471
5907,1.882376,0.004173,-1.48998,1.433942,-0.77784,0.891328,-0.341415,0.237152,-2.539804
7380,-1.559128,0.384724,0.65846,-1.720654,-0.037651,0.544505,-0.588107,0.093066,7.131439
6368,1.067168,-1.352802,-0.207708,-0.015704,-0.040176,-0.427739,0.069351,0.375127,-8.644539
111,-0.533112,1.068826,0.129657,0.140383,-0.555371,0.177244,0.224077,0.463046,9.500289
3218,-0.41168,-1.323873,-0.311411,-1.239885,1.317158,0.558455,-0.356438,-0.250843,-9.167321
1391,-1.50533,-0.207804,-1.630969,-0.672578,-1.818718,-0.762767,0.524912,-0.205471,-2.867306
2600,1.756689,-1.272363,-1.674582,1.459755,-0.480858,0.91433,0.313124,-0.522688,1.110973
3975,-0.75112,1.360185,-0.105708,-0.998971,1.471904,0.128618,0.484682,0.452997,5.321366
220,1.869888,1.227954,1.721801,0.479636,1.176935,0.028594,0.571924,0.31909,0.283777
4516,-0.792152,1.632186,-1.496846,-0.865919,-1.648197,0.053386,0.004699,-0.223649,3.148648
5292,-1.688493,1.383676,-1.141374,-1.761607,1.548519,-1.507794,-0.045768,-0.017462,4.252199
4125,-0.498028,-1.148645,0.436039,-0.203067,-1.178648,1.341822,0.126084,-0.110131,-1.20886
5004,0.473994,0.593132,1.123845,1.209579,-1.739849,1.555265,-0.391402,0.110338,9.854054
83,0.670775,1.674215,-0.089457,0.684003,1.574992,-1.430577,0.249515,-0.409253,2.173793
873,0.769549,-0.74958,0.844674,-1.055973,1.003778,0.139952,-0.077648,0.567312,6.733962
7590,1.354074,-1.037598,0.705372,-1.185918,-0.204213,-1.592634,-0.325603,-0.41157,-3.188023
6393,1.425953,0.663969,0.389581,-0.644076,-1.573193,1.502676,0.269278,0.560063,8.493514
461,-0.402711,-1.378095,0.69322,-1.843191,-1.156437,1.433915,-0.392056,-0.09339,-7.522169
7204,-1.747277,1.117638,-1.324801,-0.834303,-1.825869,-0.298085,0.094346,0.47558,0.839393
4210,-1.732754,0.173783,-0.908753,-1.507099,0.218697,-0.029682,-0.395691,0.024152,-3.054165
551,0.939214,0.759805,1.355889,-0.691931,0.896503,-0.815627,-0.268948,0.188482,3.391965
2201,-1.621998,-0.697679,-1.463278,1.583706,1.767958,-0.36847,0.348005,0.118016,1.113715
2374,0.150331,0.776046,-0.884414,0.41613,0.707803,-1.793386,-0.320118,0.573521,2.192779
6879,-1.669125,-1.068157,-0.191898,1.820793,1.704719,-0.113945,0.014212,0.054659,-6.840877
5192,0.336142,-1.551017,0.993994,1.584014,-0.583961,-1.560129,-0.431254,-0.087608,-7.328598
2246,0.516874,1.23267,1.813545,0.521208,-1.330593,-0.170111,-0.463493,0.480316,-6.378674
7712,0.183556,1.235111,1.377322,1.398566,0.304353,-0.503866,-0.400596,0.383849,-3.891934
4661,0.050889,-0.48573,-1.812569,0.812179,-0.560103,-0.181783,-0.510143,0.02688,-1.035445
2450,-0.74036,1.240895,0.571507,-0.408978,-1.146609,0.728179,0.438109,0.091626,9.680858
3954,-1.051819,-0.814043,-0.620695,-0.676974,-0.308184,0.209494,-0.043165,0.526623,-7.793588
2329,0.331652,-1.621404,1.748488,0.386045,0.240555,1.661458,0.125798,-0.117056,9.334696
6865,0.176972,-0.09883,1.494352,0.43196,-0.902947,1.826101,0.13953,0.275793,9.201335
2146,1.56349,1.304031,-1.407627,-1.798686,0.400958,-1.702015,0.100912,0.431378,3.066725
6909,-0.202351,-0.448097,1.117835,-1.790892,-0.550183,0.668147,-0.326277,0.267358,3.794531
4519,-1.583306,1.173215,1.583193,0.698835,-1.721491,0.972197,0.294665,0.026805,3.932707
8046,-0.385245,-1.872274,0.136488,1.844868,-0.819859,-0.341215,-0.243252,0.071746,-9.797381
650,-1.492727,0.492182,0.913386,0.199611,-0.358325,-1.824897,0.303814,0.196271,9.362325
7703,-0.218315,-1.091153,1.612976,-0.141148,-0.995677,0.294237,-0.282021,0.08013,10.272304
708,1.107449,0.839865,1.056674,-0.527055,1.070167,0.045244,-0.352812,-0.51065,9.475222
6994,0.275335,1.872471,-0.592783,0.967149,-0.980179,0.639098,0.270731,-0.229789,7.418773
4372,-1.203874,-0.401851,1.777715,1.50463,-0.253192,0.834187,-0.037501,-0.28296,8.311762
4472,0.985305,-1.195259,1.141293,0.402413,0.143091,-0.265488,0.483015,0.031471,9.675261
4291,-1.137683,-0.052685,0.448358,-0.495939,0.023946,-0.928323,0.424267,0.249544,9.42512
3063,-0.491322,-1.551327,-0.453325,-0.046337,1.593887,-0.530482,0.009998,0.037143,-6.541822
